Id,SalePrice
1461,110939.06033400717
1462,157855.71288368118
1463,172759.0132551733
1464,193138.75522663482
1465,195618.74812167985
1466,167592.51898297283
1467,188080.10697089412
1468,159910.27955701645
1469,193021.86963648608
1470,118272.43296885813
1471,178237.4143352369
1472,99040.17876495078
1473,94985.59975815743
1474,153989.99299191093
1475,123684.89768671565
1476,356883.3551919231
1477,246213.91757873056
1478,286657.0876042094
1479,272214.6220987398
1480,504695.11799973075
1481,319621.37742401956
1482,206090.29621530804
1483,170394.61168849558
1484,165504.6902124016
1485,181112.50222214474
1486,194201.05476942498
1487,329898.32553818374
1488,220276.9174937292
1489,192765.14316832687
1490,233750.21646675732
1491,187759.46102403064
1492,94389.33090449404
1493,186871.8505990298
1494,295248.2044082711
1495,301703.9066105447
1496,231533.38530172012
1497,184865.65900161266
1498,164524.57389755987
1499,167447.2369230644
1500,162424.87526583468
1501,174625.73855299255
1502,157382.90313311765
1503,300572.6474417331
1504,242765.19656135535
1505,224984.68769951793
1506,196376.12111921364
1507,252794.06412468423
1508,195477.23361368384
1509,161276.30265557414
1510,144516.97275856748
1511,149110.22905437654
1512,180685.2652182829
1513,144063.361651098
1514,157815.2274680734
1515,201971.03681720365
1516,149883.65304522577
1517,169594.86947656763
1518,134801.56989360924
1519,207699.65492111084
1520,127715.4823327087
1521,127064.67726873135
1522,181972.6739657612
1523,109671.67359250902
1524,120228.98926532238
1525,120942.80348738645
1526,111116.90050965523
1527,108701.06166694494
1528,143394.5746830963
1529,143140.44933555764
1530,192962.2270324833
1531,117207.97806414764
1532,104195.92697646422
1533,141237.89999286778
1534,119947.2565899362
1535,142989.84631637702
1536,106412.21672826106
1537,61764.654185139436
1538,152534.76970507528
1539,195727.87528650847
1540,93961.697507066
1541,131005.42025074066
1542,129087.4103004378
1543,179210.38555984874
1544,87711.56881643465
1545,113559.0391001968
1546,126855.45407405823
1547,122971.01583695262
1548,127314.71837291452
1549,114079.01671359203
1550,122634.76090576392
1551,113472.98663367578
1552,133248.30226423737
1553,142760.44110474025
1554,125445.23298332765
1555,167057.4832315309
1556,97789.15736568696
1557,105718.93250984735
1558,107234.50809767292
1559,73610.19973847373
1560,133849.58493816893
1561,121172.95608051484
1562,127750.16523438817
1563,117862.13298292503
1564,159908.1221933095
1565,141909.31093235497
1566,235665.65285746954
1567,82192.3192332811
1568,233130.18034279105
1569,117535.84383527224
1570,138693.2850745951
1571,121617.17798022543
1572,142531.5086771874
1573,235305.5676941769
1574,117812.75058623556
1575,235232.80048346787
1576,248146.79196641195
1577,183716.73019241492
1578,154915.24539524823
1579,140909.20057162605
1580,189018.9504198507
1581,158795.87346840164
1582,127974.62291375565
1583,307685.5414864923
1584,219032.39771305505
1585,137605.73017521182
1586,72297.1342672599
1587,107617.8697972922
1588,147907.6591217753
1589,100567.99939660182
1590,133340.41658768128
1591,94833.59872920586
1592,113645.94226494327
1593,129797.81515716383
1594,117593.53926429806
1595,111813.19890139681
1596,223791.60139398245
1597,182036.16574018713
1598,197863.42150227464
1599,161662.4806982397
1600,150913.35645819185
1601,65997.47735178453
1602,104767.30892169412
1603,82089.33653589452
1604,233734.34140012407
1605,236649.63432031905
1606,170117.04368636754
1607,176011.74559917735
1608,206852.31074122796
1609,183398.3725455452
1610,147581.9013229369
1611,136252.24025800533
1612,162561.25641815286
1613,154350.1852675755
1614,124091.13785950212
1615,94819.20424597635
1616,80757.02352910319
1617,94064.46061374464
1618,123821.03131344626
1619,140819.75961539292
1620,160098.90714535367
1621,132552.36016415097
1622,139422.97491659652
1623,271233.7454479788
1624,212306.91401657066
1625,116279.46169754426
1626,168415.02655750242
1627,187734.3167634685
1628,277222.91317898495
1629,174710.62265105758
1630,373648.85728668526
1631,211594.038542808
1632,238861.9291637819
1633,168759.64308138032
1634,181561.53953552383
1635,173510.93453869
1636,155896.7734910218
1637,201263.71273637097
1638,203774.66962750055
1639,190778.5996155635
1640,269609.0880857432
1641,183644.79678169644
1642,233059.8079144398
1643,228792.01431381213
1644,225862.2946889364
1645,239027.44033635556
1646,166094.59890074134
1647,157335.83339267754
1648,127611.2218994457
1649,140742.63576802574
1650,115902.1087499847
1651,119154.55361859457
1652,100499.65034654205
1653,104228.55007176462
1654,147598.0647776775
1655,143261.08037506975
1656,144681.08880680677
1657,146985.77154742362
1658,147604.88945158178
1659,124900.75579753399
1660,151312.12866598147
1661,467415.1184478861
1662,418686.0877243329
1663,361446.5190509562
1664,594512.2020247369
1665,287254.5892718778
1666,326300.79965311935
1667,374069.0741201988
1668,320051.55184023303
1669,294400.1481315281
1670,329415.7584055024
1671,265643.7851173766
1672,448618.05152768595
1673,286441.5078841718
1674,236574.79312254785
1675,196920.91652937667
1676,198784.5370389592
1677,214089.9758490348
1678,500156.37288685987
1679,384423.96126228897
1680,321678.5224157103
1681,237563.31119329936
1682,304420.43098388845
1683,192439.87912526834
1684,180100.31923773687
1685,171884.46658847353
1686,171784.52558245414
1687,169342.33678127074
1688,190114.47741122983
1689,192150.89919169497
1690,195099.10248355108
1691,184512.78500417943
1692,253947.28517370534
1693,172133.64946895288
1694,179691.25211889268
1695,165761.63184227614
1696,281392.8426231019
1697,170486.15245521703
1698,365156.99479507504
1699,312701.519835881
1700,257332.94947293363
1701,275432.68687772454
1702,241424.64013965774
1703,245905.45884491736
1704,272639.78725093463
1705,223369.30878256352
1706,463801.1793645941
1707,214022.86770863453
1708,196008.50151292767
1709,253418.1346415685
1710,211269.26761180095
1711,259343.69244976647
1712,256473.96922950548
1713,270712.30372224294
1714,223132.22132981112
1715,202826.11060582823
1716,178619.38692990816
1717,170678.27674207077
1718,134230.8066136696
1719,200262.04342860813
1720,231299.61856078194
1721,161827.55902777228
1722,123123.43550309812
1723,151886.4124846253
1724,208208.96787960827
1725,230258.9706367093
1726,186366.9070115231
1727,155532.63219156396
1728,177106.3031771634
1729,162971.3265894276
1730,151901.45884831971
1731,120184.18272512313
1732,124494.77358693596
1733,112295.30569986075
1734,116745.84934159537
1735,135293.16839422373
1736,112123.82837542774
1737,362587.86140102136
1738,255684.7496161539
1739,282768.77048783365
1740,223099.4820884312
1741,191531.43452839451
1742,173355.30802727578
1743,181042.42455407142
1744,330170.3312589318
1745,209729.45244945228
1746,212352.441095262
1747,227887.76030631535
1748,250608.20721933834
1749,151511.27349891968
1750,137759.19790424086
1751,268211.6611561231
1752,119523.81452969166
1753,147471.30102184787
1754,205585.23342670343
1755,163272.5262371313
1756,134051.49491733545
1757,119705.18822813983
1758,142595.15930022346
1759,160202.0699295592
1760,161699.6080971764
1761,152011.77587452735
1762,172216.17369803385
1763,182314.8486323558
1764,114580.23684042913
1765,172371.59288595698
1766,197511.1306527974
1767,234847.47042913857
1768,143416.88307991397
1769,174149.48090123473
1770,152505.69612028945
1771,121476.19754039867
1772,132767.36930967338
1773,124854.37065891485
1774,150515.35121078705
1775,141026.001891286
1776,125612.62980894918
1777,111924.09760614311
1778,144504.3600549462
1779,108850.33023429158
1780,176313.3403731312
1781,128011.16622385796
1782,88243.2747490291
1783,139678.81274218936
1784,108793.04225462241
1785,124951.53371019241
1786,145595.7930649422
1787,174951.81222031507
1788,67480.52550916352
1789,106579.28417971502
1790,85993.8601847965
1791,190547.17293468738
1792,159350.83191220273
1793,133064.31157953638
1794,161398.1127989009
1795,134022.98950321815
1796,127864.76752201142
1797,119254.62764567726
1798,118872.8467721029
1799,116700.9196273533
1800,122984.94516141136
1801,122511.28755997695
1802,135260.98205871088
1803,150237.50253103446
1804,144648.98766824356
1805,140124.8874365264
1806,130933.95434219595
1807,137541.8261747391
1808,122422.9450719179
1809,115776.70779256379
1810,132147.804531253
1811,82944.64607914399
1812,91589.58750531246
1813,119577.82406994073
1814,93708.64742857977
1815,57348.56378178127
1816,105510.32704581913
1817,103538.01610438054
1818,146058.18423090954
1819,127659.5653053741
1820,65324.39940092478
1821,115264.38680049678
1822,148742.2454085186
1823,50229.176378633034
1824,130251.48477971027
1825,137825.30660310708
1826,100690.35938701077
1827,98732.34966567667
1828,126041.14429016305
1829,120742.13914261272
1830,140046.48558901835
1831,145441.23732493573
1832,84242.6748385215
1833,134889.27918495488
1834,121659.21187842304
1835,115184.13035159123
1836,121777.05462523812
1837,92002.9593200921
1838,123471.62049335233
1839,107872.11433500086
1840,135676.3433438066
1841,135153.76231761312
1842,93317.49384320514
1843,126833.67900414793
1844,132655.159852596
1845,133848.91451568762
1846,147627.24796286563
1847,168281.50020515456
1848,51524.70998021326
1849,107504.43340597089
1850,116099.05443188384
1851,156226.8618533388
1852,126574.19734636311
1853,126866.57746447132
1854,165426.59199247748
1855,147134.87630433537
1856,224387.68438173548
1857,152389.2482387525
1858,131351.4509868028
1859,117148.95922812918
1860,155921.25022052374
1861,116447.42172469184
1862,326395.7455463698
1863,315224.50647397724
1864,315244.47406886035
1865,332891.6757734024
1866,308117.39498646907
1867,219822.23618841587
1868,289725.1121992001
1869,201471.6807721553
1870,220158.2496476335
1871,231420.0797130994
1872,169729.07869925987
1873,228091.5658595286
1874,150059.98217059087
1875,206877.82827344383
1876,195063.03830077354
1877,211333.203139073
1878,198899.41253997158
1879,122255.15898057069
1880,139310.17208169703
1881,239279.7724558626
1882,241659.89648086508
1883,184433.47066497858
1884,197494.78138763126
1885,237146.26384137597
1886,278277.4868585786
1887,216333.21329423532
1888,273571.42960303463
1889,165277.94730530627
1890,116982.49423571826
1891,125547.98753368777
1892,98187.2004967178
1893,132670.95275170205
1894,123170.38428998986
1895,137028.2815700033
1896,131405.5212084079
1897,116583.46742180984
1898,123344.96560708105
1899,163307.4622033693
1900,156911.02663231548
1901,164205.5040615329
1902,142551.94673028516
1903,219469.84647776553
1904,132735.5321447691
1905,189179.3659519666
1906,124282.02429883393
1907,227785.4832598319
1908,112728.9858589949
1909,135782.9441556644
1910,123620.53110446129
1911,200776.13634846988
1912,322361.5760056084
1913,133821.00643836835
1914,67032.08677463372
1915,266528.1619751092
1916,63867.061416718425
1917,244084.58967803398
1918,143072.93422459898
